idx,op,name,ne0,ne1,ne2,ne3,us
2036,MUL_MAT,node_2036,144,144,24,9,142
2037,RESHAPE,swin_layer_32x32.attn_mask (reshaped),144,144,1,9,0
2038,REPEAT,node_2038,144,144,24,9,305
2039,GET_ROWS,node_2039,24,20736,1,1,72
2040,RESHAPE, (reshaped),24,144,144,1,1
2041,PERMUTE, (reshaped) (permuted),144,144,24,1,1
2042,CPY, (reshaped) (permuted) (copy),144,144,24,1,33
2043,ADD,node_2043,144,144,24,9,76
2044,SOFT_MAX,node_2044,144,144,24,9,320
2045,MUL_MAT,node_2045,32,144,24,9,96
2046,PERMUTE, (permuted),32,24,144,9,1
2047,CONT, (permuted) (cont),32,24,144,9,55
2048,RESHAPE, (permuted) (cont) (reshaped),768,144,9,1,1
2049,MUL_MAT,node_2049,768,144,9,1,111
2050,CPY,bb.layers.2.blocks.2.attn.proj.bias (copy),768,1,1,1,6
2051,ADD,bb.layers.2.blocks.2.attn,768,144,9,1,30
2052,RESHAPE,bb.layers.2.blocks.2.attn (reshaped),9216,12,3,3,1
2053,PERMUTE,bb.layers.2.blocks.2.attn (reshaped) (permuted),9216,3,12,3,1
2054,CONT,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont),9216,3,12,3,31
2055,RESHAPE,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,0
2056,RESHAPE,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,1
2057,VIEW,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont) (reshape,768,32,32,1,1
2058,CONT,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont) (reshape,768,32,32,1,25
2059,RESHAPE,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont) (reshape,768,1024,1,1,1
2060,ADD,bb.layers.2.blocks.2.attn (reshaped) (permuted) (cont) (reshape,768,1024,1,1,36
2061,NORM,node_2061,768,1024,1,1,29
2062,CPY,bb.layers.2.blocks.2.norm2.weight (copy),768,1,1,1,6
2063,MUL,node_2063,768,1024,1,1,24
2064,CPY,bb.layers.2.blocks.2.norm2.bias (copy),768,1,1,1,7
2065,ADD,bb.layers.2.blocks.2.norm2,768,1024,1,1,25
2066,MUL_MAT,node_2066,3072,1024,1,1,238
2067,CPY,bb.layers.2.blocks.2.mlp.fc1.bias (copy),3072,1,1,1,6
2068,ADD,node_2068,3072,1024,1,1,83
2069,UNARY, (view),3072,1024,1,1,82
2070,MUL_MAT,node_2070,768,1024,1,1,221
2071,CPY,bb.layers.2.blocks.2.mlp.fc2.bias (copy),768,1,1,1,6
2072,ADD,bb.layers.2.blocks.2.mlp,768,1024,1,1,27
2073,ADD,bb.layers.2.blocks.2,768,1024,1,1,37
2074,NORM,node_2074,768,1024,1,1,31
2075,CPY,bb.layers.2.blocks.3.norm1.weight (copy),768,1,1,1,6
2076,MUL,node_2076,768,1024,1,1,24
2077,CPY,bb.layers.2.blocks.3.norm1.bias (copy),768,1,1,1,6
2078,ADD,bb.layers.2.blocks.3.norm1,768,1024,1,1,25
2079,RESHAPE,bb.layers.2.blocks.3.norm1 (reshaped),768,32,32,1,1
2080,PAD,node_2080,768,36,36,1,28
2081,ROLL,node_2081,768,36,36,1,54
2082,RESHAPE, (reshaped),9216,3,12,3,1
2083,PERMUTE, (reshaped) (permuted),9216,12,3,3,1
2084,CONT, (reshaped) (permuted) (cont),9216,12,3,3,32
2085,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,9,1,1
2086,MUL_MAT,node_2086,2304,144,9,1,234
2087,CPY,bb.layers.2.blocks.3.attn.qkv.bias (copy),2304,1,1,1,6
2088,ADD,node_2088,2304,144,9,1,78
2089,RESHAPE, (reshaped),32,24,3,1296,1
2090,PERMUTE, (reshaped) (permuted),32,24,1296,3,1
2091,CONT, (reshaped) (permuted) (cont),32,24,1296,3,147
2092,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2093,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2094,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,9,1
2095,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,9,31
2096,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2097,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2098,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2099,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2100,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2101,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,0
2102,MUL_MAT,node_2102,144,144,24,9,147
2103,RESHAPE,swin_layer_32x32.attn_mask (reshaped),144,144,1,9,1
2104,REPEAT,node_2104,144,144,24,9,286
2105,GET_ROWS,node_2105,24,20736,1,1,72
2106,RESHAPE, (reshaped),24,144,144,1,1
2107,PERMUTE, (reshaped) (permuted),144,144,24,1,1
2108,CPY, (reshaped) (permuted) (copy),144,144,24,1,33
2109,ADD,node_2109,144,144,24,9,75
2110,SOFT_MAX,node_2110,144,144,24,9,319
2111,MUL_MAT,node_2111,32,144,24,9,94
2112,PERMUTE, (permuted),32,24,144,9,1
2113,CONT, (permuted) (cont),32,24,144,9,55
2114,RESHAPE, (permuted) (cont) (reshaped),768,144,9,1,0
2115,MUL_MAT,node_2115,768,144,9,1,111
2116,CPY,bb.layers.2.blocks.3.attn.proj.bias (copy),768,1,1,1,7
2117,ADD,bb.layers.2.blocks.3.attn,768,144,9,1,31
2118,RESHAPE,bb.layers.2.blocks.3.attn (reshaped),9216,12,3,3,1
2119,PERMUTE,bb.layers.2.blocks.3.attn (reshaped) (permuted),9216,3,12,3,1
2120,CONT,bb.layers.2.blocks.3.attn (reshaped) (permuted) (cont),9216,3,12,3,32
2121,RESHAPE,bb.layers.2.blocks.3.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,0
2122,ROLL,node_2122,768,36,36,1,54
2123,RESHAPE, (reshaped),768,36,36,1,0
2124,VIEW, (reshaped) (view),768,32,32,1,1
2125,CONT, (reshaped) (view) (cont),768,32,32,1,26
2126,RESHAPE, (reshaped) (view) (cont) (reshaped),768,1024,1,1,1
2127,ADD, (reshaped) (view) (cont) (reshaped) (view),768,1024,1,1,35
2128,NORM,node_2128,768,1024,1,1,31
2129,CPY,bb.layers.2.blocks.3.norm2.weight (copy),768,1,1,1,7
2130,MUL,node_2130,768,1024,1,1,24
2131,CPY,bb.layers.2.blocks.3.norm2.bias (copy),768,1,1,1,6
2132,ADD,bb.layers.2.blocks.3.norm2,768,1024,1,1,25
2133,MUL_MAT,node_2133,3072,1024,1,1,237
2134,CPY,bb.layers.2.blocks.3.mlp.fc1.bias (copy),3072,1,1,1,6
2135,ADD,node_2135,3072,1024,1,1,81
2136,UNARY, (view),3072,1024,1,1,82
2137,MUL_MAT,node_2137,768,1024,1,1,213
2138,CPY,bb.layers.2.blocks.3.mlp.fc2.bias (copy),768,1,1,1,6
2139,ADD,bb.layers.2.blocks.3.mlp,768,1024,1,1,25
2140,ADD,bb.layers.2.blocks.3,768,1024,1,1,35
2141,NORM,node_2141,768,1024,1,1,29
2142,CPY,bb.layers.2.blocks.4.norm1.weight (copy),768,1,1,1,6
2143,MUL,node_2143,768,1024,1,1,24
2144,CPY,bb.layers.2.blocks.4.norm1.bias (copy),768,1,1,1,7
2145,ADD,bb.layers.2.blocks.4.norm1,768,1024,1,1,25
2146,RESHAPE,bb.layers.2.blocks.4.norm1 (reshaped),768,32,32,1,1
2147,PAD,node_2147,768,36,36,1,29
2148,RESHAPE, (reshaped),9216,3,12,3,1
2149,PERMUTE, (reshaped) (permuted),9216,12,3,3,1
2150,CONT, (reshaped) (permuted) (cont),9216,12,3,3,31
2151,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,9,1,0
2152,MUL_MAT,node_2152,2304,144,9,1,235
2153,CPY,bb.layers.2.blocks.4.attn.qkv.bias (copy),2304,1,1,1,6
2154,ADD,node_2154,2304,144,9,1,78
2155,RESHAPE, (reshaped),32,24,3,1296,1
2156,PERMUTE, (reshaped) (permuted),32,24,1296,3,1
2157,CONT, (reshaped) (permuted) (cont),32,24,1296,3,148
2158,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2159,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2160,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,9,0
2161,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,9,31
2162,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2163,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2164,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2165,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2166,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2167,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,0
2168,MUL_MAT,node_2168,144,144,24,9,146
2169,RESHAPE,swin_layer_32x32.attn_mask (reshaped),144,144,1,9,1
2170,REPEAT,node_2170,144,144,24,9,269
2171,GET_ROWS,node_2171,24,20736,1,1,71
2172,RESHAPE, (reshaped),24,144,144,1,0
2173,PERMUTE, (reshaped) (permuted),144,144,24,1,0
2174,CPY, (reshaped) (permuted) (copy),144,144,24,1,32
2175,ADD,node_2175,144,144,24,9,76
2176,SOFT_MAX,node_2176,144,144,24,9,320
2177,MUL_MAT,node_2177,32,144,24,9,95
2178,PERMUTE, (permuted),32,24,144,9,0
2179,CONT, (permuted) (cont),32,24,144,9,54
2180,RESHAPE, (permuted) (cont) (reshaped),768,144,9,1,0
2181,MUL_MAT,node_2181,768,144,9,1,111
2182,CPY,bb.layers.2.blocks.4.attn.proj.bias (copy),768,1,1,1,7
2183,ADD,bb.layers.2.blocks.4.attn,768,144,9,1,31
2184,RESHAPE,bb.layers.2.blocks.4.attn (reshaped),9216,12,3,3,1
2185,PERMUTE,bb.layers.2.blocks.4.attn (reshaped) (permuted),9216,3,12,3,1
2186,CONT,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont),9216,3,12,3,32
2187,RESHAPE,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,1
2188,RESHAPE,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,1
2189,VIEW,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont) (reshape,768,32,32,1,0
2190,CONT,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont) (reshape,768,32,32,1,24
2191,RESHAPE,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont) (reshape,768,1024,1,1,0
2192,ADD,bb.layers.2.blocks.4.attn (reshaped) (permuted) (cont) (reshape,768,1024,1,1,35
2193,NORM,node_2193,768,1024,1,1,30
2194,CPY,bb.layers.2.blocks.4.norm2.weight (copy),768,1,1,1,6
2195,MUL,node_2195,768,1024,1,1,25
2196,CPY,bb.layers.2.blocks.4.norm2.bias (copy),768,1,1,1,6
2197,ADD,bb.layers.2.blocks.4.norm2,768,1024,1,1,25
2198,MUL_MAT,node_2198,3072,1024,1,1,239
2199,CPY,bb.layers.2.blocks.4.mlp.fc1.bias (copy),3072,1,1,1,7
2200,ADD,node_2200,3072,1024,1,1,82
2201,UNARY, (view),3072,1024,1,1,83
2202,MUL_MAT,node_2202,768,1024,1,1,213
2203,CPY,bb.layers.2.blocks.4.mlp.fc2.bias (copy),768,1,1,1,6
2204,ADD,bb.layers.2.blocks.4.mlp,768,1024,1,1,24
2205,ADD,bb.layers.2.blocks.4,768,1024,1,1,34
2206,NORM,node_2206,768,1024,1,1,34
2207,CPY,bb.layers.2.blocks.5.norm1.weight (copy),768,1,1,1,6
2208,MUL,node_2208,768,1024,1,1,24
2209,CPY,bb.layers.2.blocks.5.norm1.bias (copy),768,1,1,1,6
2210,ADD,bb.layers.2.blocks.5.norm1,768,1024,1,1,25
2211,RESHAPE,bb.layers.2.blocks.5.norm1 (reshaped),768,32,32,1,1
2212,PAD,node_2212,768,36,36,1,29
2213,ROLL,node_2213,768,36,36,1,55
2214,RESHAPE, (reshaped),9216,3,12,3,1
2215,PERMUTE, (reshaped) (permuted),9216,12,3,3,0
2216,CONT, (reshaped) (permuted) (cont),9216,12,3,3,32
2217,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,9,1,0
2218,MUL_MAT,node_2218,2304,144,9,1,234
2219,CPY,bb.layers.2.blocks.5.attn.qkv.bias (copy),2304,1,1,1,6
2220,ADD,node_2220,2304,144,9,1,77
2221,RESHAPE, (reshaped),32,24,3,1296,0
2222,PERMUTE, (reshaped) (permuted),32,24,1296,3,0
2223,CONT, (reshaped) (permuted) (cont),32,24,1296,3,147
2224,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2225,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2226,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,9,1
2227,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,9,31
2228,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2229,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2230,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,0
2231,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2232,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2233,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2234,MUL_MAT,node_2234,144,144,24,9,145
2235,RESHAPE,swin_layer_32x32.attn_mask (reshaped),144,144,1,9,1
2236,REPEAT,node_2236,144,144,24,9,259
2237,GET_ROWS,node_2237,24,20736,1,1,72
2238,RESHAPE, (reshaped),24,144,144,1,1
2239,PERMUTE, (reshaped) (permuted),144,144,24,1,1
2240,CPY, (reshaped) (permuted) (copy),144,144,24,1,33
2241,ADD,node_2241,144,144,24,9,75
2242,SOFT_MAX,node_2242,144,144,24,9,319
2243,MUL_MAT,node_2243,32,144,24,9,94
2244,PERMUTE, (permuted),32,24,144,9,0
2245,CONT, (permuted) (cont),32,24,144,9,55
2246,RESHAPE, (permuted) (cont) (reshaped),768,144,9,1,0
2247,MUL_MAT,node_2247,768,144,9,1,111
2248,CPY,bb.layers.2.blocks.5.attn.proj.bias (copy),768,1,1,1,6
2249,ADD,bb.layers.2.blocks.5.attn,768,144,9,1,30
2250,RESHAPE,bb.layers.2.blocks.5.attn (reshaped),9216,12,3,3,1
2251,PERMUTE,bb.layers.2.blocks.5.attn (reshaped) (permuted),9216,3,12,3,1
2252,CONT,bb.layers.2.blocks.5.attn (reshaped) (permuted) (cont),9216,3,12,3,31
2253,RESHAPE,bb.layers.2.blocks.5.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,1
2254,ROLL,node_2254,768,36,36,1,54
2255,RESHAPE, (reshaped),768,36,36,1,0
2256,VIEW, (reshaped) (view),768,32,32,1,0
2257,CONT, (reshaped) (view) (cont),768,32,32,1,26
2258,RESHAPE, (reshaped) (view) (cont) (reshaped),768,1024,1,1,0
2259,ADD, (reshaped) (view) (cont) (reshaped) (view),768,1024,1,1,34
2260,NORM,node_2260,768,1024,1,1,29
2261,CPY,bb.layers.2.blocks.5.norm2.weight (copy),768,1,1,1,6
2262,MUL,node_2262,768,1024,1,1,24
2263,CPY,bb.layers.2.blocks.5.norm2.bias (copy),768,1,1,1,6
2264,ADD,bb.layers.2.blocks.5.norm2,768,1024,1,1,24
2265,MUL_MAT,node_2265,3072,1024,1,1,237
2266,CPY,bb.layers.2.blocks.5.mlp.fc1.bias (copy),3072,1,1,1,6
2267,ADD,node_2267,3072,1024,1,1,82
2268,UNARY, (view),3072,1024,1,1,82
2269,MUL_MAT,node_2269,768,1024,1,1,213
2270,CPY,bb.layers.2.blocks.5.mlp.fc2.bias (copy),768,1,1,1,6
2271,ADD,bb.layers.2.blocks.5.mlp,768,1024,1,1,25
2272,ADD,bb.layers.2.blocks.5,768,1024,1,1,34
2273,NORM,node_2273,768,1024,1,1,31
2274,CPY,bb.layers.2.blocks.6.norm1.weight (copy),768,1,1,1,6
2275,MUL,node_2275,768,1024,1,1,24
2276,CPY,bb.layers.2.blocks.6.norm1.bias (copy),768,1,1,1,7
2277,ADD,bb.layers.2.blocks.6.norm1,768,1024,1,1,25
2278,RESHAPE,bb.layers.2.blocks.6.norm1 (reshaped),768,32,32,1,1
2279,PAD,node_2279,768,36,36,1,28
2280,RESHAPE, (reshaped),9216,3,12,3,0
2281,PERMUTE, (reshaped) (permuted),9216,12,3,3,0
2282,CONT, (reshaped) (permuted) (cont),9216,12,3,3,31
2283,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,9,1,0
2284,MUL_MAT,node_2284,2304,144,9,1,238
2285,CPY,bb.layers.2.blocks.6.attn.qkv.bias (copy),2304,1,1,1,7
2286,ADD,node_2286,2304,144,9,1,78
2287,RESHAPE, (reshaped),32,24,3,1296,1
2288,PERMUTE, (reshaped) (permuted),32,24,1296,3,1
2289,CONT, (reshaped) (permuted) (cont),32,24,1296,3,149
2290,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2291,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2292,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,9,0
2293,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,9,31
2294,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2295,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2296,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2297,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2298,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2299,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2300,MUL_MAT,node_2300,144,144,24,9,145
2301,RESHAPE,swin_layer_32x32.attn_mask (reshaped),144,144,1,9,1
2302,REPEAT,node_2302,144,144,24,9,248
2303,GET_ROWS,node_2303,24,20736,1,1,72
2304,RESHAPE, (reshaped),24,144,144,1,1
2305,PERMUTE, (reshaped) (permuted),144,144,24,1,1
2306,CPY, (reshaped) (permuted) (copy),144,144,24,1,33
2307,ADD,node_2307,144,144,24,9,76
2308,SOFT_MAX,node_2308,144,144,24,9,319
2309,MUL_MAT,node_2309,32,144,24,9,94
2310,PERMUTE, (permuted),32,24,144,9,0
2311,CONT, (permuted) (cont),32,24,144,9,54
2312,RESHAPE, (permuted) (cont) (reshaped),768,144,9,1,0
2313,MUL_MAT,node_2313,768,144,9,1,111
2314,CPY,bb.layers.2.blocks.6.attn.proj.bias (copy),768,1,1,1,7
2315,ADD,bb.layers.2.blocks.6.attn,768,144,9,1,30
2316,RESHAPE,bb.layers.2.blocks.6.attn (reshaped),9216,12,3,3,1
2317,PERMUTE,bb.layers.2.blocks.6.attn (reshaped) (permuted),9216,3,12,3,1
2318,CONT,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont),9216,3,12,3,31
2319,RESHAPE,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,0
2320,RESHAPE,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,0
2321,VIEW,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,32,32,1,0
2322,CONT,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,32,32,1,24
2323,RESHAPE,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,1024,1,1,0
2324,ADD,bb.layers.2.blocks.6.attn (reshaped) (permuted) (cont) (reshape,768,1024,1,1,35
2325,NORM,node_2325,768,1024,1,1,29
2326,CPY,bb.layers.2.blocks.6.norm2.weight (copy),768,1,1,1,6
2327,MUL,node_2327,768,1024,1,1,24
2328,CPY,bb.layers.2.blocks.6.norm2.bias (copy),768,1,1,1,6
2329,ADD,bb.layers.2.blocks.6.norm2,768,1024,1,1,25
2330,MUL_MAT,node_2330,3072,1024,1,1,239
2331,CPY,bb.layers.2.blocks.6.mlp.fc1.bias (copy),3072,1,1,1,6
2332,ADD,node_2332,3072,1024,1,1,81
2333,UNARY, (view),3072,1024,1,1,82
2334,MUL_MAT,node_2334,768,1024,1,1,214
2335,CPY,bb.layers.2.blocks.6.mlp.fc2.bias (copy),768,1,1,1,6
2336,ADD,bb.layers.2.blocks.6.mlp,768,1024,1,1,26
2337,ADD,bb.layers.2.blocks.6,768,1024,1,1,35
2338,NORM,node_2338,768,1024,1,1,29
2339,CPY,bb.layers.2.blocks.7.norm1.weight (copy),768,1,1,1,7
2340,MUL,node_2340,768,1024,1,1,24
2341,CPY,bb.layers.2.blocks.7.norm1.bias (copy),768,1,1,1,6
2342,ADD,bb.layers.2.blocks.7.norm1,768,1024,1,1,25
2343,RESHAPE,bb.layers.2.blocks.7.norm1 (reshaped),768,32,32,1,1
2344,PAD,node_2344,768,36,36,1,28
2345,ROLL,node_2345,768,36,36,1,54
2346,RESHAPE, (reshaped),9216,3,12,3,1
2347,PERMUTE, (reshaped) (permuted),9216,12,3,3,1
2348,CONT, (reshaped) (permuted) (cont),9216,12,3,3,31
2349,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,9,1,0
2350,MUL_MAT,node_2350,2304,144,9,1,237
2351,CPY,bb.layers.2.blocks.7.attn.qkv.bias (copy),2304,1,1,1,6
2352,ADD,node_2352,2304,144,9,1,78
2353,RESHAPE, (reshaped),32,24,3,1296,0
2354,PERMUTE, (reshaped) (permuted),32,24,1296,3,0
2355,CONT, (reshaped) (permuted) (cont),32,24,1296,3,149
2356,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2357,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2358,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,9,0
2359,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,9,30
2360,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2361,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2362,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2363,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2364,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2365,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,1
2366,MUL_MAT,node_2366,144,144,24,9,145
2367,RESHAPE,swin_layer_32x32.attn_mask (reshaped),144,144,1,9,0
2368,REPEAT,node_2368,144,144,24,9,239
2369,GET_ROWS,node_2369,24,20736,1,1,71
2370,RESHAPE, (reshaped),24,144,144,1,1
2371,PERMUTE, (reshaped) (permuted),144,144,24,1,1
2372,CPY, (reshaped) (permuted) (copy),144,144,24,1,33
2373,ADD,node_2373,144,144,24,9,80
2374,SOFT_MAX,node_2374,144,144,24,9,320
2375,MUL_MAT,node_2375,32,144,24,9,94
2376,PERMUTE, (permuted),32,24,144,9,1
2377,CONT, (permuted) (cont),32,24,144,9,55
2378,RESHAPE, (permuted) (cont) (reshaped),768,144,9,1,0
2379,MUL_MAT,node_2379,768,144,9,1,111
2380,CPY,bb.layers.2.blocks.7.attn.proj.bias (copy),768,1,1,1,6
2381,ADD,bb.layers.2.blocks.7.attn,768,144,9,1,31
2382,RESHAPE,bb.layers.2.blocks.7.attn (reshaped),9216,12,3,3,1
2383,PERMUTE,bb.layers.2.blocks.7.attn (reshaped) (permuted),9216,3,12,3,1
2384,CONT,bb.layers.2.blocks.7.attn (reshaped) (permuted) (cont),9216,3,12,3,32
2385,RESHAPE,bb.layers.2.blocks.7.attn (reshaped) (permuted) (cont) (reshape,768,36,36,1,0
2386,ROLL,node_2386,768,36,36,1,54
2387,RESHAPE, (reshaped),768,36,36,1,1
2388,VIEW, (reshaped) (view),768,32,32,1,1
2389,CONT, (reshaped) (view) (cont),768,32,32,1,26
2390,RESHAPE, (reshaped) (view) (cont) (reshaped),768,1024,1,1,1
2391,ADD, (reshaped) (view) (cont) (reshaped) (view),768,1024,1,1,36
2392,NORM,node_2392,768,1024,1,1,29
2393,CPY,bb.layers.2.blocks.7.norm2.weight (copy),768,1,1,1,7
2394,MUL,node_2394,768,1024,1,1,24
2395,CPY,bb.layers.2.blocks.7.norm2.bias (copy),768,1,1,1,7
2396,ADD,bb.layers.2.blocks.7.norm2,768,1024,1,1,25
2397,MUL_MAT,node_2397,3072,1024,1,1,238
2398,CPY,bb.layers.2.blocks.7.mlp.fc1.bias (copy),3072,1,1,1,6
2399,ADD,node_2399,3072,1024,1,1,81
2400,UNARY, (view),3072,1024,1,1,82
2401,MUL_MAT,node_2401,768,1024,1,1,213
2402,CPY,bb.layers.2.blocks.7.mlp.fc2.bias (copy),768,1,1,1,7
2403,ADD,bb.layers.2.blocks.7.mlp,768,1024,1,1,26
2404,ADD,bb.layers.2.blocks.7,768,1024,1,1,34
2405,NORM,node_2405,768,1024,1,1,30
2406,CPY,bb.layers.2.blocks.8.norm1.weight (copy),768,1,1,1,6
2407,MUL,node_2407,768,1024,1,1,24
2408,CPY,bb.layers.2.blocks.8.norm1.bias (copy),768,1,1,1,7
2409,ADD,bb.layers.2.blocks.8.norm1,768,1024,1,1,25
2410,RESHAPE,bb.layers.2.blocks.8.norm1 (reshaped),768,32,32,1,0
2411,PAD,node_2411,768,36,36,1,28
2412,RESHAPE, (reshaped),9216,3,12,3,1
2413,PERMUTE, (reshaped) (permuted),9216,12,3,3,1
2414,CONT, (reshaped) (permuted) (cont),9216,12,3,3,31
2415,RESHAPE, (reshaped) (permuted) (cont) (reshaped),768,144,9,1,0
2416,MUL_MAT,node_2416,2304,144,9,1,235
2417,CPY,bb.layers.2.blocks.8.attn.qkv.bias (copy),2304,1,1,1,7
2418,ADD,node_2418,2304,144,9,1,78
2419,RESHAPE, (reshaped),32,24,3,1296,0
2420,PERMUTE, (reshaped) (permuted),32,24,1296,3,1
2421,CONT, (reshaped) (permuted) (cont),32,24,1296,3,147
2422,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,1
2423,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,1
2424,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,24,9,1
2425,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,24,9,32
2426,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2427,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2428,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,0
2429,VIEW, (reshaped) (permuted) (cont) (view),32,24,1296,1,0
2430,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,24,144,9,0
2431,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,24,9,0
2432,MUL_MAT,node_2432,144,144,24,9,144
